,case_number,year,type,country,activity,age,species_,injury,mes,deceso,genero
1482,1926.07.23,1926,Unprovoked,italy,Swimming,20,Said to involve 6 to 7 m [20' to 23'] white shark,"FATAL, body was not recovered",Jul,Y,M
1483,1926.07.08,1926,Unprovoked,usa,Swimming with dog near canning factory,15,1.5 m [5'] white shark or sevengill shark,Leg & hand lacerated and dog bitten,Jul,N,M
1484,1925.11.22,1925,Unprovoked,australia,Floating on his back,55,"Tiger shark, 4 m [13'] female","FATAL, thigh  & torso bitten, then shark charged rescue boat ",Nov,Y,M
1485,1925.03.27,1925,Unprovoked,australia,Bathing in waist-deep water,16,Said to be a small shark,"Left thigh bitten, leg surgically amputated ",Mar,N,M
1486,1924.01.19,1924,Unprovoked,australia,Had just dived into water & was swimming,16,3 m [10'] shark,"FATAL, right thigh severely bitten, left arm lacerated ",Jan,Y,M
1487,1922.12.05,1922,Unprovoked,australia,Bathing in 3' to 4' of water,19,"2.7 m [9'] ""blue"" shark","FATAL, severe injuries to torso  ",Dec,Y,M
1488,1922.05.24,1922,Unprovoked,jamaica,Swimming,19,6' shark,"FATAL, arm severed, thigh severely bitten  ",,Y,M
1489,1922.05.06,1922,Unprovoked,south africa,Swimming,18,"White shark, 12', identity confirmed by tooth fragment, witness and photograph of captured shark ",Abdomen & thigh bitten,May,N,M
1490,1922.03.02,1922,Unprovoked,australia,Bathing in knee-deep water,21,"White shark, 2.4 m [8'] ","FATAL, right hand severed, lacerations on left thigh & left hand, died in hospital of gas gangrene",Mar,Y,M
1491,1922.02.04,1922,Unprovoked,australia,Swimming,18,White shark,"FATAL, both arms & shoulder bitten",Feb,Y,M
1492,1919.01.09,1919,Unprovoked,australia,Wading,13,12' shark,"FATAL, right thigh bitten ",Jan,Y,M
1493,1916.07.01,1916,Unprovoked,usa,Swimming,24,Thought to involve a 2.6 m [8.5'] white shark,"FATAL, left leg bitten",Jul,Y,M
1494,1912.01.26,1912,Unprovoked,australia,Swimming,21,"2.8 m [9'3""] whaler shark captured 3 days later with his remains in its gut",FATAL,Jan,Y,M
1495,1906.01.20,1906,Unprovoked,south africa,Washing horses,30,1.8 m to 2.7 m [6' to 9'] shark,"FATAL, hips & thigh bitten ",Jan,Y,M
1496,1905.03.26,1905,Unprovoked,australia,Bathing,40,5' shark,Righ thigh severely bitten,Mar,N,M
1497,1901.07.30,1901,Unprovoked,south africa,Swimming,29,White shark,"Right leg bitten & foot severed, right arm bitten, bones fractured & nearly severed FATAL",Jul,Y,M
1498,1894.11.28,1894,Unprovoked,australia,Bathing,19,10' to 12' shark,"""Lost his arm""",Nov,N,M
1499,1892.03.02,1892,Provoked,australia,Fishing,21,12' shark,Lacerations to calf by netted shark PROVOKED INCIDENT,Mar,N,M
1500,1880.11.25,1880,Unprovoked,australia,Swimming,12,Bull shark,"Feet bitten, surgically amputated FATAL",Nov,Y,M
1501,1868.05.13,1868,Unprovoked,india,Standing,35,Identified as C. gangeticus by Dr. J. Fayrer,"FATAL, upper left thigh, groin & buttocks severely bitten, leg surgically amputated at the hip  ",May,Y,M
1502,1800.00.00,1800,Unprovoked,seychelles,a corsair's boat was overturned,,,"FATAL, all onboard were killed by sharks",,Y,F
1503,1797.05.28.R,1797,Unprovoked,,Dropped overboard,,,FATAL,May,Y,
1504,1792.09.12,1792,Provoked,england,Fishing,,,"FATAL, PROVOKED INCIDENT",Sep,Y,M
1505,1791.00.00,1791,Unprovoked,australia,,,,"FATAL, ""bitten in two""",,Y,F
1506,1788.05.10,1788,Boat,australia,Fishing,,,"No injury to occupants, shark bit oar and rudder",May,N,
1507,1787.07.05,1787,Unprovoked,,Swimming,,,FATAL,Jul,Y,M
1508,1786.08.10.R,1786,Unprovoked,barbados,Washing himself,,,FATAL,Aug,Y,M
1509,1785.09.26.R,1785,Unprovoked,england,,,Tiger shark?,Human remains recovered from shark,Sep,Y,M
1510,1784.12.12,1784,Unprovoked,jamaica,Swimming,,,,Dec,Y,M
1511,1783.03.02,1783,Sea Disaster,martinique,,,,Many of the crew were taken by sharks,Mar,Y,M
1512,1780.08.08,1780,Unprovoked,usa,Swimming,,,FATAL,Aug,Y,M
1513,1779.00.00,1779,Unprovoked,usa,Surfing,young,,"FATAL, buttock lacerated  ",,Y,M
1514,1776.00.00.R,1776,Unprovoked,guinea,Murder,,,FATAL,,Y,M
1515,1776.00.00.b,1776,Boat,greenland,,,White sharks,FATAL,,Y,
1516,1771.07.12.R,1771,Unprovoked,usa,Fishing,,,FATAL,Jul,Y,M
1517,1767.00.00,1767,Invalid,france,Bathing,,Description of shark does not ring true,Lacerations to arm & leg,,,M
1518,1764.00.00,1764,Unprovoked,spain,Swimming,,,FATAL,,Y,M
1519,1758.00.00,1758,Unprovoked,mediterranean sea,"Fell overboard from a frigate & was swallowed by a shark. The captain fired a gun at the shark, and ""the creature cast the man out of his throat.""",,"""The fish was harpooned, dried, and presented to the sailor, who went round Europe exhibiting it  It was said to be 20 feet long.","""He was taken up alive and but little injured."" ",,N,M
1520,1753.10.27.R,1753,Unprovoked,jamaica,Fell overboard,,,FATAL,Oct,Y,M
1521,1751.07.27,1751,Unprovoked,usa,Swimming,,,FATAL,Jul,Y,M
1522,1749.00.00,1749,Unprovoked,cuba,Swimming,14,,"Right leg severed at knee.  In 1796 he became Lord Mayor of London. In 1778 he commissioned  American artist, John Singleton Copley, to paint the incident: Watson and the Shark",,N,M
1523,1755.00.00,1755,Unprovoked,sweden,,,,,,,M
1524,1748.00.00,1748,Unprovoked,panama,Pearl diving,,,FATAL,,Y,M
1525,1742.12.17,1742,Unprovoked,,Swimming,,,FATAL,Dec,Y,M
1526,1738.04.06.R,1738,Unprovoked,italy,Swimming,,,FATAL,Apr,Y,M
1527,1733.00.00,1733,Invalid,iceland,,,Shark involvement prior to death unconfirmed,"Partial hominid remains recovered from shark, probable drowning and scavenging",,,
1528,1723.00.00,1723,Unprovoked,roatan,,,,Struck on thigh,,,M
1529,1721.06.00,1721,Unprovoked,italy,Swimming,,"White shark, 1600-lb female ","FATAL,  partial remains recovered from sharks gut",,Y,M
1530,1703.03.26,1703,Unprovoked,barbados,Swimming,19,,"Hand and foot severely bitten, surgically amputated",Mar,N,M
1531,1700.00.00.c,1700,Unprovoked,france,,,,FATAL,,Y,M
1532,1700.00.00.b,1700,Unprovoked,france,Bathing,,White shark,Leg severed,,N,M
1533,1700.00.00.a,1700,Unprovoked,barbados,Bathing,,,FATAL,,Y,M
1534,1642.00.00.b,1642,Invalid,guinea,Went overboard,,Questionable,FATAL,,,M
1535,1638.00.00.R,1638,Unprovoked,,,,,,,,M
1536,1637.00.00.R,1637,Unprovoked,india,Wading,,,,,,
1537,1617.00.00.R,1617,Unprovoked,india,,,,,,,
1538,1642.00.00,1642,Unprovoked,usa,Swimming ,,,FATAL,,Y,M
1539,1595.00.00,1595,Unprovoked,india,Ship lay at anchor & man was working on its rudder,,,"Leg severed mid-thigh, hand severed, arm above elbow and part of buttocks. Not known if he survived",,,M
1540,1580.01.10.R,1580,Unprovoked,between portugal & india,Man fell overboard from ship. Those on board threw a rope to him with a wooden block & were pulling him to the ship,,,"FATAL. ""Shark tore him to pieces.",Jan,Y,M
1541,1555.00.00,1555,Unprovoked,,Swimming,,,,,,M
1542,1554.00.00,1554,Unprovoked,france,,,Possibly white sharks,,,,M
1543,1543.00.00,1543,Unprovoked,venezuela,Pearl diving,,,FATAL,,Y,M
1544,0500.00.00,500,Unprovoked,mexico,,,,Foot severed,,N,M
1545,0077.00.00,77,Unprovoked,,Sponge diving,,,FATAL,,Y,M
1546,0005.00.00,5,Unprovoked,australia,,,,Aboriginal rock carving depicts man being attacked by a shark,,N,M
1547,0000.0214,0,Unprovoked,,Ascending from a dive,,,"FATAL, shark/s bit him in two",,Y,M
1548,0000.0336,0,Unprovoked,greece,Washing his pig in preparation for a religious ceremony,,,"FATAL, shark ""bit off all lower parts of him up to the belly""",,Y,M
1549,0000.0493,0,Sea Disaster,greece,Shipwrecked Persian Fleet,,,Herodotus tells of sharks attacking men in the water,,Y,M
1550,0000.0725,0,Sea Disaster,italy,Shipwreck,,,Depicts shipwrecked sailors  attacked by a shark/s,,Y,M
1551,ND-0154,0,Unprovoked,canada,Fishing,,,Arm bitten,,N,M
1552,ND-0153,0,Unprovoked,kenya,Diving,,,Conway's leg was bitten Higgs injury was FATAL,,N,M
1553,ND-0152,0,Unprovoked,kenya,Diving,,,FATAL,,Y,M
1554,ND-0151,0,Unprovoked,panama,Swimming/,20,,FATAL,Oct,Y,M
1555,ND-0150,0,Unprovoked,uruguay,Swimming,,,Foot bitten,,N,
1556,ND-0149,0,Unprovoked,uruguay,Swimming,,,FATAL,,Y,M
1557,ND-0148,0,Unprovoked,usa,Swimming,,,Minor injury,,N,M
1558,ND-1940,0,Unprovoked,papua new guinea,Swimming to canoe,,,FATAL,,Y,M
1559,ND-0139,0,Unprovoked,australia,,15,,Foot severed,,N,F
1560,ND-0138,0,Unprovoked,australia,Fell into the water,,,FATAL,,Y,M
1561,ND-0136,0,Unprovoked,usa,Diving,," Galapagos shark, 6'",Minor laceration to hand,,N,M
1562,ND-0135,0,Unprovoked,bermuda,,,,FATAL,,Y,M
1563,ND-0134,0,Unprovoked,greece,Swimming,,,FATAL,,Y,F
1564,ND-0133,0,Unprovoked,usa,Fishing for basking sharks,,Basking shark,FATAL PROVOKED INCIDENTS,,Y,M
1565,ND-0132,0,Provoked,india,,,,Cut to arm while roping shark PROVOKED INCIDENT,,N,M
1566,ND-0130,0,Unprovoked,lebanon,Collecting fish ,,,Posterior thigh bitten,,N,M
1567,ND-0129,0,Unprovoked,spain,Skin diving,,,Injury required 16 stitches,,N,
1568,ND-0127,0,Unprovoked,sudan,Snorkeling,,,Leg severely bitten,,N,F
1569,ND-0124,0,Provoked,,,,,Bitten by captive sharks PROVOKED INCIDENTS,,N,M
1570,ND-0123,0,Unprovoked,usa,Shark tagging,21,"Blacktip shark, 5'",Severe abrasion to forearm from captive shark PROVOKED INICIDENT,,N,F
1571,ND-0122,0,Unprovoked,usa,Surfing,,,Legs bitten,,N,M
1572,ND-0119,0,Unprovoked,djibouti,A dhow capsized,,,FATAL,,Y,
1573,ND-0118,0,Unprovoked,libya,Sponge diving,,,FATAL,,Y,M
1574,ND-0116,0,Unprovoked,australia,Net-fishing,,,Calf bitten,,N,M
1575,ND-0115,0,Unprovoked,new zealand,,,,FATAL,Jun,Y,M
1576,ND-0114,0,Unprovoked,,Netting shrimp,,,Hand severed,,N,F
1577,ND-0113,0,Unprovoked,vietnam,Bathing,,,Foot bitten,,N,M
1578,ND-0111,0,Unprovoked,sri lanka,Fishing?,,,Foot bitten,,N,M
1579,ND.0110,0,Unprovoked,venezuela,Spearfishing ,,said to involve 2.5 m hammerhead sharks,"FATAL (x3), one survived with minor injuries",,Y,M
1580,ND-0109,0,Unprovoked,usa,Wade-fishing,,,"No injury, shark rammed his back",,N,M
1581,ND-0108,0,Unprovoked,greece,Free diving for sponges,,,FATAL,,Y,M
1582,ND-0107,0,Boat,mozambique,Fishing,,Whale shark,"No injury to occupants, shark bumped boat",,N,
1583,ND-0106,0,Unprovoked,south africa,Swimming,,,"FATAL, body not recovered",,Y,M
1584,ND.0104,0,Unprovoked,australia,Helmet diving,,Tiger shark,"No injury, helmet bitten",,N,M
1585,ND.0102,0,Unprovoked,bahrein,Pearl diving,,Tiger shark,FATAL,,Y,M
1586,ND.0100,0,Unprovoked,bahamas,Spearfishing ,,1.8 m [6'] shark,Swim fin bitten,,N,M
1587,ND.0097,0,Unprovoked,usa,Kitesurfing,,,Hand bitten,,N,M
1588,ND.0096,0,Unprovoked,reunion,yachtsman in a zodiac,,,Survived,,N,M
1589,ND.0095,0,Unprovoked,solomon islands,Diving,,,Lacerations to hands and knee,Feb,N,M
1590,ND.0094,0,Unprovoked,korea,Diving,,,"FATAL, injured while diving, then shark bit her ",May,Y,F
1591,ND.0093,0,Unprovoked,french polynesia,Fishing,,,"Speared a shark, fell overboard and another shark severed his arm ",Mar,N,M
1592,ND.0091,0,Unprovoked,sudan,Diving,,Silvertip shark,"No injury, BC ripped",,N,M
1593,ND.0090,0,Unprovoked,vanuatu,,,,FATAL,Aug,Y,F
1594,ND.0089,0,Provoked,vanuatu,Attempting to drive shark from area,,A large hammerhead shark,Speared shark broke outrigger of canoe throwing man into the water & shark bit his buttock PROVOKED INCIDENT,Aug,N,M
1595,ND.0088,0,Unprovoked,iran,,,Bull shark,Foot severed,,N,M
1596,ND.0087,0,Provoked,usa,Skin diving. Grabbed shark's tail; shark turned & grabbed diver's ankle & began towing him to deep water,19,"Nurse shark, 2.1 m [7'] ","Ankle punctured & lacerated, hands abraded PROVOKED INCIDENT",,N,M
1597,ND.0086,0,Invalid,papua new guinea,Scuba diving,,Questionable,Said to be fatal and involve a 4.6 m to 6 m [15' to 20'] tiger shark but incident highly questionable,,Y,M
1598,ND.0085,0,Unprovoked,red sea?,Free diving,,,"Shoulder scratched, swim fin bitten",,N,F
1599,ND.0084,0,Unprovoked,south africa,Crossing river on a raft,,,"FATAL, leg severed",Jan,Y,M
1600,ND.0083,0,Unprovoked,usa,"Free diving, collecting sand dollars",,"Shovelnose guitarfish, adult male ",Calf bitten,,N,M
1601,ND.0082,0,Unprovoked,greece,Swimming,,,FATAL,May,Y,F
1602,ND.0081,0,Invalid,usa,Diving,,Invalid,"A 4.3 m [14'] shark made threat display. No injury, no attack",,,M
1603,ND.0078,0,Unprovoked,usa,Canoeing,,,FATAL,,Y,M
1604,ND.0076,0,Unprovoked,mediterranean sea,,,,FATAL,,Y,M
1605,ND.0075,0,Unprovoked,australia,Diving for trochus,,0.9 m [3'] shark,Calf removed,,N,M
1606,ND.0074,0,Unprovoked,australia,Pearl diving,,,Leg bitten,,N,M
1607,ND.0073,0,Unprovoked,singapore,Swimming,,,Recovered,,N,
1608,ND.0069,0,Unprovoked,fiji,Spearfishing ,27,1.8 m [6'] shark,"No injury, bumped by shark which took speared fish",,N,M
1609,ND.0068,0,Unprovoked,mozambique,Skindiving,36,"""A pack of sharks""",Bumped by sharks,,N,M
1610,ND.0066,0,Unprovoked,seychelles,Swimming from capsized pirogue,,Tiger shark,FATAL,,Y,M
1611,ND.0065,0,Unprovoked,iraq,Fishing from a small boat & put his hand in the water while holding a dead fish,25,,Right hand severed,,N,M
1612,ND.0064,0,Unprovoked,iraq,Swimming naked near a date palm where many dates fell into the water,6,Bull shark,Arm severed,,N,M
1613,ND.0063,0,Unprovoked,iraq,Swimming in section of river used for washing clothes & cooking utensils,16,Bull shark,Right leg lacerated & surgically amputated,,N,M
1614,ND.0062,0,Unprovoked,bahamas,,,"White shark, 7' to 8'",Lower leg and forearm severed,,N,M
1615,ND.0060,0,Unprovoked,usa,,,"White shark, 1,900-lb ",Leg injured,Jun,N,F
1616,ND.0059,0,Unprovoked,bermuda,Spearfishing ,,,Shoulder abraded by skin of shark,Apr,N,M
1617,ND.0058,0,Unprovoked,fiji,Swimming with fish attached to  belt,,,"""Severely injured when fish were seized by shark""",,N,F
1618,ND.0057,0,Unprovoked,madagascar,Bathing,,,FATAL,,Y,M
1619,ND.0056,0,Unprovoked,usa,Standing,,,Abrasions & bruises hip to ankle,,N,M
1620,ND.0055,0,Provoked,bahamas,Testing movie camera in full diving dress,,"Nurse shark, 2.1 m [7']",Shark bit diver's sleeve after he patted it on the head PROVOKED INCIDENT,,N,M
1621,ND.0054,0,Unprovoked,indonesia,Swimming near anchored ship,,,"FATAL, leg severed ",,Y,M
1622,ND.0053,0,Unprovoked,india,,,,FATAL,,Y,M
1623,ND.0052,0,Unprovoked,nicaragua,Lashing logs together when he fell into the water,,"Bull shark caught, leg recovered & buried beside the man's body","FATAL, leg severed ",,Y,M
1624,ND.0051,0,Provoked,cuba,"Shark fishing, knocked overboard",50,,"FATAL, hip bitten  PROVOKED INCIDENT",,Y,M
1625,ND.0049,0,Unprovoked,marshall islands,Swimming,,,Buttocks bitten,,N,M
1626,ND.0048,0,Unprovoked,kiribati,Diving,,,No injury,,N,M
1627,ND.0047,0,Unprovoked,north pacific ocean,"Fishing, wading with string of fish",,,Survived,Mar,N,M
1628,ND.0046,0,Unprovoked,kiribati,,,,FATAL,,Y,M
1629,ND.0044,0,Sea Disaster,,A group of survivors on a raft for 17-days,,1.2 m [4'] shark,"FATAL, shark leapt into raft and bit the man who died 4 hours later",,Y,
1630,ND.0043,0,Unprovoked,solomon islands,Floating on his back,,,Buttock bitten,,N,M
1631,ND.0042,0,Unprovoked,australia,Free diving,,,Head bitten,,N,M
1632,ND.0041,0,Unprovoked,iran,Fishing in ankle-deep water,,,"FATAL, foot lacerated & crushed  ",,Y,M
1633,ND.0040,0,Unprovoked,iran,,,,"FATAL, femoral artery severed, died 12 days later ",,Y,M
1634,ND.0039,0,Unprovoked,iran,"Standing, washing rear wheels of his ambulance in ankle-deep water",,,"FATAL, fell into water when shark seized his right ankle, right leg bitten, left forearm & hand lacerated, all tissue stripped from right arm ",,Y,M
1635,ND.0038,0,Unprovoked,iraq,Swimming,13 or 14,Bull shark,"FATAL, left leg bitten with severe blood loss",,Y,M
1636,ND.0037,0,Unprovoked,saudi arabia,Diving,,"""a black-tipped shark""","FATAL, died of sepsis",,Y,M
1637,ND.0036,0,Unprovoked,saudi arabia,Diving,,6' shark,Buttocks bitten,,N,M
1638,ND.0035,0,Unprovoked,saudi arabia,Diving,,,"Foot lacerated, surgically amputated",,N,M
1639,ND.0034,0,Sea Disaster,pacific ocean,,,,FATAL,,Y,M
1640,ND.0033,0,Provoked,burma,Carrying a supposedly dead shark by its mouth,,,4 fingers severed by 'dead' shark. PROVOKED ACCIDENT,,N,M
1641,ND.0032,0,Sea Disaster,papua new guinea,Spent 8 days in dinghy,,,"No injury, but shark removed the heel & part of his left shoe",,N,M
1642,ND.0031,0,Sea Disaster,papua new guinea,"Aircraft ditched in the sea, swimming ashore",,,Shark bumped him,,N,M
1643,ND.0030,0,Unprovoked,burma,Bathing,,,Fatal x 2,,Y,M
1644,ND.0028,0,Boat,italy,Wooden fishing boat,,White shark,No injury to occupant; shark capsized boat,,N,M
1645,ND.0027,0,Unprovoked,greece,Sponge diving,,,Head bitten,,N,M
1646,ND.0026,0,Unprovoked,belize,Standing,16,12' tiger shark,FATAL,,Y,M
1647,ND.0025,0,Unprovoked,australia,,,,,,,M
1648,ND.0024,0,Unprovoked,reunion,Swimming,,,FATAL,,Y,
1649,ND.0023,0,Unprovoked,south africa,Wading,,,Ankle bitten,,N,F
1650,ND.0022,0,Unprovoked,australia,Pearl diving,,,Lacerations to thigh,,N,M
1651,ND.0021,0,Unprovoked,south africa,Swimming in pool formed by construction of a wharf,,,"FATAL, leg severed ",,Y,M
1652,ND.0020,0,Unprovoked,australia,,,,FATAL,,Y,M
1653,ND.0019,0,Unprovoked,usa,Fishing,,,2-inch lacerations,,N,M
1654,ND.0018,0,Unprovoked,vietnam,Swimming around anchored ship,,,Foot bitten,,N,M
1655,ND.0017,0,Unprovoked,south africa,Crew swimming alongside their anchored ship,,,FATAL,,Y,M
1656,ND.0016,0,Unprovoked,south africa,4 men were bathing,,,FATAL,,Y,M
1657,ND.0015,0,Unprovoked,fiji,Wreck of  large double sailing canoe,,,"FATAL, 18 people  were killed by sharks, 2 survived",,Y,
1658,ND.0014,0,Unprovoked,usa,Swimming,,,"""Lost leg""",Jul,N,M
1659,ND.0013,0,Unprovoked,south africa,Fishing,,,"FATAL, body not recovered but shark was caught with the man's loincloth in its gut shortly afterwards.",Jul,Y,M
1660,ND.0012,0,Unprovoked,south africa,Wading,,,"FATAL, leg stripped of flesh  ",Jul,Y,M
1661,ND.0011,0,Unprovoked,asia?,Swimming,,,Foot severed,,N,M
1662,ND.0010,0,Unprovoked,usa,,,,Ankle bitten,,N,F
1663,ND.0009,0,Unprovoked,australia,Fishing,,Blue pointer,"FATAL, knocked overboard by tail of shark & carried off by shark ",,Y,M
1664,ND.0008,0,Unprovoked,australia,Fishing,,Blue pointer,FATAL,,Y,M
1665,ND.0007,0,Unprovoked,australia,Fishing,,Blue pointers,FATAL,,Y,M
1666,ND.0006,0,Unprovoked,australia,Swimming,,Said to involve a grey nurse shark that leapt out of the water and  seized the boy but species identification is questionable,FATAL,,Y,M
1667,ND.0005,0,Unprovoked,australia,Diving,,,FATAL,,Y,M
1668,ND.0004,0,Unprovoked,australia,Pearl diving,,,FATAL,,Y,M
1669,ND.0003,0,Unprovoked,usa,Swimming,,,FATAL,,Y,M
